CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Ano/mês compet.
Leitos cirúrgicos: Cirurgia geral
Período:Mar/2020-Abr/2021
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr"
"510390 General Carneiro";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510410 Guarantã do Norte";4;4;4;4;4;4;4;4;4;4;4;4;1;1
"510420 Guiratinga";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510455 Itaúba";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510460 Itiquira";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"510480 Jaciara";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510500 Jauru";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"510510 Juara";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510515 Juína";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"510517 Juruena";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510525 Lucas do Rio Verde";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"510558 Marcelândia";2;-;-;-;-;-;-;-;-;-;-;-;-;-
"510560 Matupá";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510562 Mirassol d'Oeste";2;2;2;2;2;8;8;8;8;8;8;8;8;8
"510590 Nobres";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510615 Nova Bandeirantes";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510622 Nova Mutum";5;3;3;3;3;3;6;6;6;6;6;6;6;6
"510623 Nova Olímpia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510625 Nova Xavantina";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"510627 Novo Horizonte do Norte";4;4;4;4;4;4;4;4;4;4;4;4;1;1
"510628 Novo São Joaquim";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"510629 Paranaíta";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"510630 Paranatinga";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510637 Pedra Preta";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"510642 Peixoto de Azevedo";10;10;10;10;10;10;10;10;10;10;6;6;6;6
"510650 Poconé";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"510670 Ponte Branca";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510675 Pontes e Lacerda";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"510677 Porto Alegre do Norte";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510680 Porto dos Gaúchos";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510700 Poxoréo";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"510704 Primavera do Leste";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510706 Querência";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510718 Ribeirão Cascalheira";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510719 Ribeirãozinho";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510760 Rondonópolis";19;19;19;19;19;19;19;19;19;19;19;19;22;17
"510770 Rosário Oeste";8;8;8;8;8;8;8;8;8;8;8;8;-;-
"510775 Salto do Céu";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"510777 Santa Terezinha";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510780 Santo Antônio do Leverger";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510785 São Félix do Araguaia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510730 São José do Rio Claro";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510710 São José dos Quatro Marcos";-;5;5;5;5;5;5;5;5;5;5;5;5;5
"510787 Sapezal";3;3;3;3;3;3;3;3;3;3;2;2;2;2
"510790 Sinop";9;9;9;9;9;9;9;11;11;12;12;12;12;12
"510792 Sorriso";13;13;15;15;15;15;15;15;15;15;15;15;15;15
"510794 Tabaporã";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510795 Tangará da Serra";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"510800 Tapurah";4;3;3;3;3;3;3;3;3;3;3;3;3;3
"510805 Terra Nova do Norte";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"510810 Tesouro";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510820 Torixoréu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510840 Várzea Grande";42;42;42;42;42;42;47;47;47;47;47;47;47;47
"510550 Vila Bela da Santíssima Trindade";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"510860 Vila Rica";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520013 Acreúna";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520025 Águas Lindas de Goiás";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"520030 Alexânia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520050 Aloândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520080 Alvorada do Norte";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520085 Americano do Brasil";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520090 Amorinópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520110 Anápolis";38;38;38;38;38;38;38;38;38;38;38;38;38;38
"520130 Anicuns";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"520140 Aparecida de Goiânia";81;81;81;81;81;81;81;81;81;81;81;81;81;84
"520150 Aporé";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520170 Aragarças";6;6;6;3;3;3;3;3;3;3;3;3;3;3
"520215 Araguapaz";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520235 Arenópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520250 Aruanã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520280 Avelinópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520320 Barro Alto";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520330 Bela Vista de Goiás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520340 Bom Jardim de Goiás";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520350 Bom Jesus de Goiás";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520380 Britânia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520390 Buriti Alegre";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520393 Buriti de Goiás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520410 Cachoeira Alta";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520425 Cachoeira Dourada";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520430 Caçu";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"520440 Caiapônia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520450 Caldas Novas";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"520465 Campinaçu";4;4;-;-;-;4;4;4;4;4;4;4;4;4
"520470 Campinorte";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520490 Campos Belos";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520505 Castelândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520510 Catalão";13;13;11;11;8;8;8;8;8;8;8;8;8;8
"520540 Ceres";33;33;33;33;33;33;33;33;33;33;33;33;32;32
"520545 Cezarina";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520547 Chapadão do Céu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520549 Cidade Ocidental";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"520570 Córrego do Ouro";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520620 Cristalina";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520630 Cristianópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520640 Crixás";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"520650 Cromínia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520660 Cumari";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520670 Damianópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520710 Diorama";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520725 Doverlândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520740 Edéia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520750 Estrela do Norte";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520753 Faina";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520760 Fazenda Nova";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"520780 Firminópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520810 Formoso";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520850 Goiandira";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520860 Goianésia";16;16;14;14;14;14;14;14;14;14;14;14;14;14
"520870 Goiânia";321;321;321;321;321;321;321;321;321;321;321;321;321;321
"520880 Goianira";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"520890 Goiás";12;10;10;10;10;10;10;10;10;10;10;10;10;10
"520910 Goiatuba";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"520960 Heitoraí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520970 Hidrolândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520980 Hidrolina";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520990 Iaciara";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"520993 Inaciolândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"520995 Indiara";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521000 Inhumas";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"521010 Ipameri";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521020 Iporá";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"521030 Israelândia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521040 Itaberaí";8;-;-;-;-;8;8;8;8;8;8;8;8;8
"521080 Itajá";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521090 Itapaci";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521100 Itapirapuã";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521120 Itapuranga";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"521130 Itarumã";3;3;3;3;1;1;1;1;1;1;1;1;1;1
"521140 Itauçu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521150 Itumbiara";14;14;13;9;9;9;9;9;9;9;9;9;9;9
"521160 Ivolândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521170 Jandaia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521180 Jaraguá";16;16;16;8;8;8;12;12;12;12;12;12;12;12
"521190 Jataí";34;34;31;31;31;31;31;31;31;31;31;31;31;32
"521200 Jaupaci";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521210 Joviânia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521220 Jussara";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521250 Luziânia";8;8;8;8;8;8;8;8;8;8;8;12;12;12
"521260 Mairipotaba";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"521280 Mara Rosa";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521295 Matrinchã";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521300 Maurilândia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521308 Minaçu";10;10;10;10;12;12;12;12;12;12;12;12;12;12
"521310 Mineiros";34;34;34;34;34;34;34;34;34;34;34;34;34;34
"521370 Montes Claros de Goiás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521380 Morrinhos";13;13;13;13;13;13;13;13;13;13;13;13;11;11
"521385 Morro Agudo de Goiás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521390 Mossâmedes";3;-;-;-;-;-;-;-;-;-;-;-;-;-
"521400 Mozarlândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521405 Mundo Novo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521410 Mutunópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521440 Nazário";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521450 Nerópolis";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"521460 Niquelândia";10;10;10;10;10;10;10;10;10;10;10;10;10;5
"521483 Nova Crixás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521520 Novo Brasil";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521530 Orizona";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521550 Ouvidor";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521560 Padre Bernardo";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"521565 Palestina de Goiás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521570 Palmeiras de Goiás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521590 Palminópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521630 Paranaiguara";4;4;4;4;4;3;3;3;3;3;3;3;3;3
"521640 Paraúna";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521680 Petrolina de Goiás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521710 Piracanjuba";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"521720 Piranhas";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521730 Pirenópolis";8;8;8;8;8;8;8;8;8;8;8;8;8;7
"521740 Pires do Rio";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"521760 Planaltina";11;11;11;11;11;11;11;11;5;5;5;5;5;5
"521770 Pontalina";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521800 Porangatu";-;-;-;4;4;4;4;4;4;4;4;4;4;4
"521805 Porteirão";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521810 Portelândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521830 Posse";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"521850 Quirinópolis";15;15;13;13;13;13;13;13;13;13;13;13;13;13
"521860 Rialma";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521880 Rio Verde";42;42;42;42;42;42;42;42;42;42;42;42;42;42
"521890 Rubiataba";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521900 Sanclerlândia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521910 Santa Bárbara de Goiás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521920 Santa Cruz de Goiás";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521925 Santa Fé de Goiás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"521930 Santa Helena de Goiás";24;24;24;24;24;24;24;24;24;24;24;24;24;24
"521950 Santa Rosa de Goiás";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521960 Santa Tereza de Goiás";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"521970 Santa Terezinha de Goiás";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"521973 Santo Antônio de Goiás";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"521980 São Domingos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"522010 São Luís de Montes Belos";8;8;8;8;8;2;2;2;2;2;8;8;8;2
"522015 São Luíz do Norte";-;-;-;-;-;-;3;3;3;3;3;3;3;3
"522020 São Miguel do Araguaia";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"522040 São Simão";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"522045 Senador Canedo";5;5;5;5;5;5;5;5;5;5;5;-;-;-
"522050 Serranópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"522060 Silvânia";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"522068 Simolândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"522140 Trindade";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"522150 Turvânia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"522155 Turvelândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"522160 Uruaçu";27;27;27;27;27;27;27;27;27;27;27;27;27;27
"522170 Uruana";-;-;-;-;-;-;-;-;-;22;22;22;22;22
"522185 Valparaíso de Goiás";2;2;2;2;2;2;2;2;2;2;5;5;5;5
"522200 Vianópolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"522205 Vicentinópolis";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"530010 Brasília";442;453;444;502;503;503;503;503;503;503;506;506;506;507
"Total";37266;36435;35997;35853;35729;35830;35784;36084;36026;36008;36006;35628;35216;35094
 A partir da competência de Janeiro 2010 os dados referentes
 a leitos Complementares foram retirados da consulta referente
 a leitos de Internação, passando a constituir uma consulta específica conforme descrito na Nota Técnica.
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
